Car VIN          ,Type of Car,# of seats,Avg. distance of rides,Avg. # of customers per day,Avg. Price per minute,Date      ,Time ,Location lonitude (current),Location latitude (current),Tank Filling (current)
SALVP2BG5FH171689,Drive Now  ,5         ,31km                  ,19                         ,85�                  ,16.3.2017 ,7.15 ,11.81942965                ,48.11303259                ,69%
1G6DK67V580159823,Car2Go     ,2         ,20km                  ,27                         ,42�                  ,17.9.2017 ,22.10,11.41548602                ,48.1680449                 ,49%
WBAGK93471D246580,Car2Go     ,3         ,46km                  ,12                         ,58�                  ,9.12.2019 ,16.38,11.27719496                ,48.8566442                 ,90%
1D7RV1CT5BS742041,Car2Go     ,2         ,2km                   ,25                         ,55�                  ,20.3.2019 ,6.36 ,11.56295710                ,48.17585200                ,24%
1G6AW5SX6F0575516,Drive Now  ,5         ,54km                  ,6                          ,46�                  ,15.1.2017 ,15.23,11.55685731                ,48.9702555                 ,24%
1G6DM56T750103785,Car2Go     ,3         ,49km                  ,23                         ,88�                  ,12.8.2018 ,13.22,11.50915576                ,48.14853732                ,11%
JN8AZ1MU6DW782910,Drive Now  ,4         ,30km                  ,8                          ,40�                  ,13.12.2018,6.4  ,11.37559518                ,48.20423440                ,38%
VNKKTUD33FA533837,Car2Go     ,5         ,71km                  ,3                          ,27�                  ,13.9.2019 ,18.12,11.43457900                ,48.5833206                 ,99%
WAURFAFR3DA535869,Car2Go     ,5         ,17km                  ,28                         ,84�                  ,14.8.2018 ,5.31 ,11.59602645                ,48.8780518                 ,45%
3C3CFFFH8ET279336,Car2Go     ,5         ,39km                  ,1                          ,46�                  ,6.1.2017  ,19.41,11.41553144                ,48.15869262                ,48%
SCFEFBAC6AG744298,Drive Now  ,5         ,5km                   ,7                          ,42�                  ,4.9.2017  ,15.39,11.56537754                ,48.23333001                ,32%
5UXFE4C51AL115375,Drive Now  ,5         ,1km                   ,15                         ,43�                  ,6.6.2018  ,1.16 ,11.17562294                ,48.20622288                ,68%
WBAUN1C59BV112184,Car2Go     ,5         ,78km                  ,12                         ,59�                  ,22.2.2017 ,11.31,11.11584896                ,48.12634556                ,64%
5J6YH1H39BL890218,Car2Go     ,5         ,89km                  ,18                         ,36�                  ,11.6.2017 ,5.41 ,11.21876959                ,48.19367100                ,29%
2T1BPRHE9FC345440,Car2Go     ,3         ,44km                  ,1                          ,65�                  ,23.10.2018,15.19,11.19784476                ,48.26512664                ,39%
2D4RN3DG6BR424098,Drive Now  ,5         ,43km                  ,13                         ,34�                  ,28.6.2019 ,8.30 ,11.44585185                ,48.17351494                ,78%
1G6AT5S39F0143329,Car2Go     ,3         ,75km                  ,6                          ,95�                  ,20.8.2018 ,9.11 ,11.73497421                ,48.9373589                 ,45%
TRUSC28N621832148,Drive Now  ,4         ,67km                  ,23                         ,67�                  ,21.9.2018 ,19.16,11.53226112                ,48.20515019                ,0%
WDDEJ7GBXBA781468,Car2Go     ,4         ,5km                   ,13                         ,25�                  ,27.2.2018 ,16.14,11.73887761                ,48.14362201                ,35%
SALWG2WF6EA336193,Drive Now  ,5         ,90km                  ,1                          ,84�                  ,26.3.2017 ,4.14 ,11.76375532                ,48.16951914                ,20%
2D4JN1AGXBR475898,Drive Now  ,4         ,84km                  ,23                         ,72�                  ,26.6.2018 ,11.58,11.32079196                ,48.8751999                 ,13%
2G4WF551641846808,Drive Now  ,4         ,25km                  ,21                         ,79�                  ,23.12.2019,12.22,11.49057617                ,48.16352483                ,51%
3D7TT2CT3BG445293,Car2Go     ,4         ,48km                  ,28                         ,62�                  ,6.3.2019  ,22.2 ,11.46007045                ,48.16445644                ,53%
1N6AA0EK1FN566284,Drive Now  ,3         ,23km                  ,19                         ,48�                  ,9.5.2019  ,12.24,11.40852186                ,48.10396247                ,55%
JN1CV6EK4BM740256,Drive Now  ,5         ,3km                   ,30                         ,72�                  ,25.11.2019,5.7  ,11.30787517                ,48.16435064                ,24%
WP1AE2A21BL981650,Drive Now  ,5         ,10km                  ,0                          ,86�                  ,14.11.2019,7.20 ,11.44546850                ,48.5371135                 ,38%
3C3CFFER3CT423978,Car2Go     ,3         ,7km                   ,14                         ,42�                  ,21.7.2019 ,21.19,11.77353587                ,48.23851826                ,42%
1D4PT5GK5BW373452,Drive Now  ,5         ,8km                   ,13                         ,97�                  ,1.2.2018  ,11.42,11.42297404                ,48.23145957                ,34%
5UMCN93452L937053,Drive Now  ,3         ,49km                  ,17                         ,53�                  ,2.2.2017  ,4.1  ,11.33604388                ,48.22188849                ,10%
JTHBP5C22B5703750,Car2Go     ,3         ,48km                  ,26                         ,64�                  ,22.6.2018 ,22.57,11.62317581                ,48.4226981                 ,41%
WBSPM93519E185442,Drive Now  ,3         ,73km                  ,19                         ,30�                  ,11.8.2019 ,8.59 ,11.47701354                ,48.24712601                ,61%
1C4RDHDG0CC800267,Drive Now  ,2         ,2km                   ,9                          ,95�                  ,15.8.2017 ,12.20,11.43251324                ,48.20039539                ,33%
WDDEJ7EB1CA918236,Drive Now  ,3         ,43km                  ,6                          ,42�                  ,4.8.2018  ,6.47 ,11.61197534                ,48.20892300                ,89%
WDDEJ7GB4BA192934,Drive Now  ,2         ,85km                  ,28                         ,72�                  ,8.8.2019  ,4.55 ,11.81218674                ,48.19479293                ,90%
5GAEV13768J806292,Drive Now  ,4         ,12km                  ,24                         ,45�                  ,17.6.2017 ,22.20,11.15461950                ,48.21426388                ,5%
SCFAD01A35G340453,Car2Go     ,2         ,35km                  ,2                          ,62�                  ,4.2.2019  ,23.57,11.80372826                ,48.25109191                ,7%
5TDDCRFH0FS250371,Drive Now  ,2         ,59km                  ,8                          ,46�                  ,27.1.2019 ,17.50,11.34268788                ,48.8243315                 ,10%
1D7RB1CT0AS120437,Car2Go     ,4         ,1km                   ,0                          ,53�                  ,13.4.2017 ,22.27,11.61561158                ,48.24355176                ,2%
5N1AN0NW1DN820000,Car2Go     ,5         ,6km                   ,30                         ,85�                  ,21.1.2019 ,0.44 ,11.38350568                ,48.20034170                ,79%
WAUDF58E45A709963,Drive Now  ,4         ,5km                   ,1                          ,30�                  ,11.3.2017 ,21.12,11.15883420                ,48.2929374                 ,37%
WAUGL68E55A758634,Car2Go     ,2         ,66km                  ,5                          ,62�                  ,8.8.2017  ,9.58 ,11.21469560                ,48.1242740                 ,64%
3FADP4AJ3CM307066,Car2Go     ,4         ,16km                  ,18                         ,90�                  ,4.2.2018  ,20.51,11.42412121                ,48.10940884                ,90%
WAUBVBFB7BN133470,Drive Now  ,3         ,23km                  ,19                         ,70�                  ,11.10.2017,1.56 ,11.34246236                ,48.3016790                 ,1%
JHMZF1C68FS287384,Drive Now  ,2         ,46km                  ,18                         ,28�                  ,5.5.2018  ,17.25,11.18731249                ,48.18117816                ,29%
WBAGN83534D695835,Car2Go     ,4         ,40km                  ,20                         ,39�                  ,18.8.2018 ,13.53,11.7910583                 ,48.14935154                ,88%
5GADV23L06D587050,Drive Now  ,2         ,85km                  ,17                         ,99�                  ,19.9.2018 ,13.4 ,11.54910552                ,48.17087124                ,19%
5GAKRBKDXFJ172924,Car2Go     ,3         ,4km                   ,3                          ,79�                  ,25.8.2018 ,14.52,11.40499265                ,48.24579573                ,18%
1FTEX1CMXBK437837,Car2Go     ,4         ,19km                  ,20                         ,31�                  ,23.8.2019 ,20.10,11.49996315                ,48.12829617                ,34%
5N1AN0NU0DN189125,Car2Go     ,2         ,21km                  ,13                         ,95�                  ,31.4.2017 ,8.53 ,11.4727037                 ,48.21226289                ,47%
YV4952CY8E1535968,Car2Go     ,2         ,49km                  ,20                         ,40�                  ,12.7.2018 ,13.3 ,11.11494625                ,48.18517176                ,36%
